system:time_start,vpd
12-Nov-09,0.37
13-Nov-09,0.31
14-Nov-09,0.157
15-Nov-09,0.276
16-Nov-09,0.361
17-Nov-09,0.364
18-Nov-09,0.343
19-Nov-09,0.33
20-Nov-09,0.241
21-Nov-09,0.363
22-Nov-09,0.296
23-Nov-09,0.2
24-Nov-09,0.222
25-Nov-09,0.207
26-Nov-09,0.243
27-Nov-09,0.129
28-Nov-09,0.245
29-Nov-09,0.279
30-Nov-09,0.184
1-Dec-09,0.318
2-Dec-09,0.313
3-Dec-09,0.344
4-Dec-09,0.445
5-Dec-09,0.276
6-Dec-09,0.235
7-Dec-09,0.239
8-Dec-09,0.248
9-Dec-09,0.23
10-Dec-09,0.255
11-Dec-09,0.222
12-Dec-09,0.175
13-Dec-09,0.194
14-Dec-09,0.252
15-Dec-09,0.232
16-Dec-09,0.3
17-Dec-09,0.115
18-Dec-09,0.109
19-Dec-09,0.151
20-Dec-09,0.144
21-Dec-09,0.177
22-Dec-09,0.156
23-Dec-09,0.148
24-Dec-09,0.17
25-Dec-09,0.199
26-Dec-09,0.181
27-Dec-09,0.219
28-Dec-09,0.205
29-Dec-09,0.188
30-Dec-09,0.158
31-Dec-09,0.2
1-Jan-10,0.095
2-Jan-10,0.173
3-Jan-10,0.234
4-Jan-10,0.223
5-Jan-10,0.23
6-Jan-10,0.237
7-Jan-10,0.152
8-Jan-10,0.087
9-Jan-10,0.108
10-Jan-10,0.19
11-Jan-10,0.18
12-Jan-10,0.137
13-Jan-10,0.174
14-Jan-10,0.176
15-Jan-10,0.316
16-Jan-10,0.34
17-Jan-10,0.152
18-Jan-10,0.126
19-Jan-10,0.137
20-Jan-10,0.133
21-Jan-10,0.185
22-Jan-10,0.191
23-Jan-10,0.269
24-Jan-10,0.315
25-Jan-10,0.442
26-Jan-10,0.296
27-Jan-10,0.284
28-Jan-10,0.169
29-Jan-10,0.132
30-Jan-10,0.194
1-Feb-10,0.235
2-Feb-10,0.253
3-Feb-10,0.178
4-Feb-10,0.222
5-Feb-10,0.219
6-Feb-10,0.223
7-Feb-10,0.245
8-Feb-10,0.334
9-Feb-10,0.352
10-Feb-10,0.284
11-Feb-10,0.342
12-Feb-10,0.327
13-Feb-10,0.327
14-Feb-10,0.402
15-Feb-10,0.336
16-Feb-10,0.266
17-Feb-10,0.33
18-Feb-10,0.423
19-Feb-10,0.414
20-Feb-10,0.403
21-Feb-10,0.4
22-Feb-10,0.406
23-Feb-10,0.289
24-Feb-10,0.282
25-Feb-10,0.299
26-Feb-10,0.287
27-Feb-10,0.223
28-Feb-10,0.24
1-Mar-10,0.283
2-Mar-10,0.368
3-Mar-10,0.238
4-Mar-10,0.299
5-Mar-10,0.424
6-Mar-10,0.638
7-Mar-10,0.645
8-Mar-10,0.563
9-Mar-10,0.365
10-Mar-10,0.435
11-Mar-10,0.38
12-Mar-10,0.318
13-Mar-10,0.372
14-Mar-10,0.217
15-Mar-10,0.406
16-Mar-10,0.712
17-Mar-10,0.897
18-Mar-10,0.814
19-Mar-10,0.593
20-Mar-10,0.994
21-Mar-10,0.327
22-Mar-10,0.283
23-Mar-10,0.105
24-Mar-10,0.253
25-Mar-10,0.568
26-Mar-10,0.206
27-Mar-10,0.371
28-Mar-10,0.327
29-Mar-10,0.287
30-Mar-10,0.245
31-Mar-10,0.262
1-Apr-10,0.522
2-Apr-10,0.476
3-Apr-10,0.845
4-Apr-10,0.971
5-Apr-10,0.758
6-Apr-10,0.471
7-Apr-10,1.08
8-Apr-10,0.242
9-Apr-10,0.131
10-Apr-10,0.591
11-Apr-10,0.58
12-Apr-10,0.475
13-Apr-10,0.56
14-Apr-10,0.688
15-Apr-10,0.511
16-Apr-10,0.132
17-Apr-10,0.178
18-Apr-10,0.352
19-Apr-10,0.681
20-Apr-10,0.831
21-Apr-10,0.857
22-Apr-10,0.728
23-Apr-10,0.397
24-Apr-10,0.759
25-Apr-10,0.54
26-Apr-10,0.525
27-Apr-10,0.056
28-Apr-10,0.265
29-Apr-10,0.505
30-Apr-10,1.096
1-May-10,1.278
2-May-10,1.042
3-May-10,0.935
4-May-10,0.996
5-May-10,0.972
6-May-10,0.82
7-May-10,0.774
8-May-10,0.095
9-May-10,0.346
10-May-10,0.427
11-May-10,0.61
12-May-10,0.547
13-May-10,0.834
14-May-10,0.618
15-May-10,0.637
16-May-10,0.916
17-May-10,0.848
18-May-10,0.627
19-May-10,0.233
20-May-10,0.998
21-May-10,0.722
22-May-10,0.711
23-May-10,0.827
24-May-10,1.328
25-May-10,1.417
26-May-10,1.096
27-May-10,0.644
28-May-10,0.87
29-May-10,0.826
30-May-10,0.872
31-May-10,0.891
1-Jun-10,0.254
2-Jun-10,0.256
3-Jun-10,0.103
4-Jun-10,0.659
5-Jun-10,0.559
6-Jun-10,0.005
7-Jun-10,0.672
8-Jun-10,0.689
9-Jun-10,0.789
10-Jun-10,0.098
11-Jun-10,0.557
12-Jun-10,0.377
13-Jun-10,0.295
14-Jun-10,0.459
15-Jun-10,0.827
16-Jun-10,0.649
17-Jun-10,0.452
18-Jun-10,1.353
19-Jun-10,1.296
20-Jun-10,1.067
21-Jun-10,1.011
22-Jun-10,1.153
23-Jun-10,0.888
24-Jun-10,0.841
25-Jun-10,0.959
26-Jun-10,0.74
27-Jun-10,0.706
28-Jun-10,0.55
29-Jun-10,0.294
30-Jun-10,0.692
1-Jul-10,0.766
2-Jul-10,1.071
3-Jul-10,1.354
4-Jul-10,1.603
5-Jul-10,1.696
6-Jul-10,1.199
7-Jul-10,0.813
8-Jul-10,0.775
9-Jul-10,0.792
10-Jul-10,0.679
11-Jul-10,0.557
12-Jul-10,0.752
13-Jul-10,0.588
14-Jul-10,0.544
15-Jul-10,0.727
16-Jul-10,0.761
17-Jul-10,1.091
18-Jul-10,0.998
19-Jul-10,0.734
20-Jul-10,0.548
21-Jul-10,0.695
22-Jul-10,0.816
23-Jul-10,0.892
24-Jul-10,0.601
25-Jul-10,0.7
26-Jul-10,1.136
27-Jul-10,1.377
28-Jul-10,1.152
29-Jul-10,0.604
30-Jul-10,0.664
31-Jul-10,0.705
1-Aug-10,0.737
2-Aug-10,0.773
3-Aug-10,0.94
4-Aug-10,1.12
5-Aug-10,0.458
6-Aug-10,0.678
7-Aug-10,0.933
8-Aug-10,1.126
9-Aug-10,1.166
10-Aug-10,0.996
11-Aug-10,0.744
12-Aug-10,0.674
13-Aug-10,0.721
14-Aug-10,0.848
15-Aug-10,0.71
16-Aug-10,0.541
17-Aug-10,0.835
18-Aug-10,0.963
19-Aug-10,0.872
20-Aug-10,0.725
21-Aug-10,0.805
22-Aug-10,0.343
23-Aug-10,0.385
24-Aug-10,0.443
25-Aug-10,0.31
26-Aug-10,0.642
27-Aug-10,0.834
28-Aug-10,1.226
29-Aug-10,1.513
30-Aug-10,1.652
31-Aug-10,1.708
1-Sep-10,1.703
2-Sep-10,1.575
3-Sep-10,0.913
4-Sep-10,0.61
5-Sep-10,0.718
6-Sep-10,0.871
7-Sep-10,0.844
8-Sep-10,0.611
9-Sep-10,0.515
10-Sep-10,0.457
11-Sep-10,0.465
12-Sep-10,0.248
13-Sep-10,0.384
14-Sep-10,0.494
15-Sep-10,0.571
16-Sep-10,0.545
17-Sep-10,0.173
18-Sep-10,0.518
19-Sep-10,0.292
20-Sep-10,0.466
21-Sep-10,0.835
22-Sep-10,0.596
23-Sep-10,0.651
24-Sep-10,0.377
25-Sep-10,0.884
26-Sep-10,0.091
27-Sep-10,0.255
28-Sep-10,0.415
29-Sep-10,0.635
30-Sep-10,0.415
1-Oct-10,0.201
2-Oct-10,0.356
3-Oct-10,0.495
4-Oct-10,0.583
5-Oct-10,0.531
6-Oct-10,0.22
7-Oct-10,0.456
8-Oct-10,0.748
9-Oct-10,0.507
10-Oct-10,0.639
11-Oct-10,0.579
12-Oct-10,0.515
13-Oct-10,0.46
14-Oct-10,0.326
15-Oct-10,0.142
16-Oct-10,0.354
17-Oct-10,0.465
18-Oct-10,0.437
19-Oct-10,0.544
20-Oct-10,0.339
21-Oct-10,0.078
22-Oct-10,0.374
23-Oct-10,0.425
24-Oct-10,0.35
25-Oct-10,0.18
26-Oct-10,0.48
27-Oct-10,0.273
28-Oct-10,0.46
29-Oct-10,0.272
30-Oct-10,0.266
31-Oct-10,0.242
1-Nov-10,0.402
2-Nov-10,0.355
3-Nov-10,0.35
4-Nov-10,0.2
5-Nov-10,0.165
6-Nov-10,0.14
7-Nov-10,0.255
8-Nov-10,0.279
9-Nov-10,0.256
10-Nov-10,0.34
11-Nov-10,0.58
12-Nov-10,0.692
13-Nov-10,0.779
14-Nov-10,0.393
15-Nov-10,0.306
16-Nov-10,0.43
17-Nov-10,0.251
18-Nov-10,0.329
19-Nov-10,0.339
20-Nov-10,0.391
21-Nov-10,0.335
22-Nov-10,0.174
23-Nov-10,0
24-Nov-10,0.229
25-Nov-10,0.311
26-Nov-10,0.128
27-Nov-10,0.249
28-Nov-10,0.306
29-Nov-10,0.316
30-Nov-10,0.211
1-Dec-10,0.287
2-Dec-10,0.197
3-Dec-10,0.281
4-Dec-10,0.21
5-Dec-10,0.165
6-Dec-10,0.188
7-Dec-10,0.24
8-Dec-10,0.186
9-Dec-10,0.152
10-Dec-10,0.203
11-Dec-10,0.185
12-Dec-10,0.35
13-Dec-10,0.166
14-Dec-10,0.077
15-Dec-10,0.15
16-Dec-10,0.195
17-Dec-10,0.201
18-Dec-10,0.233
19-Dec-10,0.229
20-Dec-10,0.239
21-Dec-10,0.259
22-Dec-10,0.244
23-Dec-10,0.203
24-Dec-10,0.222
25-Dec-10,0.187
26-Dec-10,0.128
27-Dec-10,0.061
28-Dec-10,0.23
29-Dec-10,0.182
30-Dec-10,0.314
31-Dec-10,0.415
1-Jan-11,0.312
2-Jan-11,0.238
3-Jan-11,0.238
4-Jan-11,0.3
5-Jan-11,0.257
6-Jan-11,0.261
7-Jan-11,0.269
8-Jan-11,0.204
9-Jan-11,0.17
10-Jan-11,0.226
11-Jan-11,0.193
12-Jan-11,0.208
13-Jan-11,0.16
14-Jan-11,0.16
15-Jan-11,0.212
16-Jan-11,0.156
17-Jan-11,0.128
18-Jan-11,0.241
19-Jan-11,0.121
20-Jan-11,0.156
21-Jan-11,0.116
22-Jan-11,0.117
23-Jan-11,0.072
24-Jan-11,0.069
25-Jan-11,0.152
26-Jan-11,0.17
27-Jan-11,0.15
28-Jan-11,0.205
29-Jan-11,0.243
30-Jan-11,0.158
31-Jan-11,0.149
1-Feb-11,0.201
2-Feb-11,0.135
3-Feb-11,0.144
4-Feb-11,0.211
5-Feb-11,0.278
6-Feb-11,0.192
7-Feb-11,0.258
8-Feb-11,0.074
9-Feb-11,0.172
10-Feb-11,0.173
11-Feb-11,0.22
12-Feb-11,0.269
13-Feb-11,0.26
14-Feb-11,0.268
15-Feb-11,0.187
16-Feb-11,0.248
17-Feb-11,0.272
18-Feb-11,0.282
19-Feb-11,0.208
20-Feb-11,0.209
21-Feb-11,0.126
22-Feb-11,0.205
23-Feb-11,0.255
24-Feb-11,0.285
25-Feb-11,0.16
26-Feb-11,0.201
27-Feb-11,0.208
28-Feb-11,0.27
1-Mar-11,0.247
2-Mar-11,0.213
3-Mar-11,0.149
4-Mar-11,0.277
5-Mar-11,0.241
6-Mar-11,0.261
7-Mar-11,0.13
8-Mar-11,0.336
9-Mar-11,0.3
10-Mar-11,0.289
11-Mar-11,0.263
12-Mar-11,0.277
13-Mar-11,0.356
14-Mar-11,0.312
15-Mar-11,0.397
16-Mar-11,0.266
17-Mar-11,0.395
18-Mar-11,0.574
19-Mar-11,0.25
20-Mar-11,0.426
21-Mar-11,0.339
22-Mar-11,0.241
23-Mar-11,0.317
24-Mar-11,0.332
25-Mar-11,0.355
