Sebago,2008,<6,"1,520",*
Sebago,2009,<6,"1,646",*
Sebago,2011,<6,"1,724",*
Sebago,2012,<6,"1,738",*
Sebago,2014,<6,"1,771",*
Sebago,2015,<6,"1,780",*
Sebago,2016,<6,"1,799",*
Sebago,2017,<6,"1,799",*
Sebago,2018,<6,"1,799",*
